year,code,title,genre,directors,actors,story,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,19436,007 북경특급 2,코미디, 액션,주성치, 곡덕소,주성치,옛날 중국에선 황제의 보위를 위해 비밀 훈련을 받은 네 인물을 뽑아 보룡일족이라고 불렀다. 보룡일족 네 사람인 공, 희, 발, 제 네사람 중 공, 희, 제는 무술에 관한한 나라안의 최고 귀재였지만 발만은 무술에는 문외한이다. 원래 지방의 의사였던 발은 머리를 짜내 황제에게 바칠 발명품들을 만들어냈다. 암행어사 마패모양의 자석 방어기구와 황제를 위한 초대형 선풍기가 그것. 그러나 황상은 그를 중히 여기지 않고, 다만 발에게 신분을 숨기고 민심을 살피는 임무를 주는데……,,,,,,,,,,,,,,,,,,,,,,,,
2014,122408,2014 소치 동계올림픽 특집 - 아디오스 퀸연아,다큐멘터리,,,2014 소치 동계올림픽 김연아를 주인공으로 한 다큐멘터리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,130907,2014 슈퍼모델선발대회,,,한고은, 최기환, 유이,SBS 슈퍼모델선발대회 23주년, '변화와 도전'의 역사. 올해로 23주년을 맞이하는 슈퍼모델 선발대회! 동시에 스물세 번의 변화와 도전의 역사를 간직한 패션 버라이어티 축제. 이제는 모델 선발대회를 넘어 수많은 스타와 각계 엔터테이너를 배출해낸 사실, 원조 모델 선발대회로서의 위용과 지난 발자취, 그리고 올해 대회의 기대와 염원을 담은 본격 예고, 지금부터 시작!,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,73430,2014 지구 최후의 날,SF, 스릴러,테리 커닝햄,스티븐 볼드윈, 에이미 프라이스-프랜시스,평화로운 나날이 지속되던 지구. 달에 미처 감지하지 못한 소행성이 충돌해 소행성의 잔해들이 달무리를 이루는 장관을 바라보던 중 잔해 조각 중 지구 중력에 이끌려 들어온 운석이 떨어지게 되자 우주 과학 연구소와 우주 과학자 라나 게일 박사 사이에 앞으로 지구에 벌어질 일에 관한 논쟁이 벌어진다. 한편 공사 부지의 건물 폭파 전문팀을 이끄는 존은 볼티모어에 떨어진 운석의 피해 부지 정리를 돕기 위해 나서는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,134809,2014 트로트 대축제,,,임백천, 홍진영,국내 톱 성인가수들이 총출동하는 트로트 무대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,91192,300: 제국의 부활,액션, 드라마, 전쟁,노암 머로,에바 그린, 설리반 스탭플턴, 로드리고 산토로,BC 480년 페르시아의 '크세르크세스' 황제는 100만 대군으로 그리스를 향해 진군하고.  육지에선 스파르타의 왕 '레오니다스' 가 이끄는 300명의 전사들이 싸우는 동안, 같은 시기 그리스의 장군 '테미스토클레스' 는 '아르테미시아' 가 이끄는 엄청난 규모의 페르시아 해군과 살라미스 해협에서 부딪히게 되는데...,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,109941,3인의 사기단: 진범을 찾아라,범죄, 코미디, 드라마,시나가와 히로시,후지와라 타츠야, 나카시마 미카, 다나카 코키,인생 역전을 위해 은행 털이를 성공시킨 악당 세 명," 카바레 클럽 ""허니 바니""의 점장 슈우(후지와라 타츠야)", 보이 코지(타나카 코키), 단골손님 켄상(코스기 류이치)는 은행을 털어 손에 넣은 1억 6천만 엔을 3분의 1씩 서로 나누기 일보직전! 욕심에 점점 눈이 멀게 된 세 명은 각자의 몫을 조금이라도 늘리고 싶어하면서 꼬리에 꼬리를 무는 배반과 사기극이 시작된다. 설상가상 갑자기 나타난 자비라고는 눈꼽만큼도 없는 사채업자 ‘할멈’과 이 모든 상황을 통제실에서 지켜보고 있는 허니 버니 클럽 사장 ‘하마’. 그들 역시 1억 6천만 엔을 강탈하기 위해 이 말도 안 되는 사기극에 동참하게 되는데… 과연 1억 6천만 엔을 손에 거머쥘 자 누가 될 것인가!,,,,,,,,,,,,,,,,,,,,,,,,,
2014,86387,4명의 암살자,스릴러,스탠리 J. 오젤,미겔 페레, 윌윤리, 메르세데스 레나드,최고의 실력을 가진 청부살인업자인 마커스, 일라이, 코딜리아, 체이스가 홍콩의 한 호텔에서 모임을 갖는다. 이들에겐 해결해야할 일이 있었다. 이들이 ‘그분’이라고 일컫는 보스가 일라이, 코딜리아, 체이스를 보내 마커스에 대한 책임을 추궁하게 한 것이다. 마커스는 싱가폴에 사는 부부를 처리하기로 했지만 여자를 죽이지 못하고 살려둔 것이다. 보스가 전화하기로 한 시간은 밤 10시. 그때까지 일라이와 마커스, 코딜리아는 옛이야기도 하면서 식사를 한다. 화기애애한 분위기는 계속되지 못한다. 소외감을 느낀 다혈질인 체이스의 우발적인 행동으로 코딜리아가 죽게 되고 그 와중에 일라이는 지병으로 쓰러진다. 체이스는 마커스에게 고문을 가하며 위협하지만 묶인 손을 푼 마커스와 체이스가 혈투를 벌이고 결국 마커스는 체이스를 죽인다. 깨어난 일라이의 도움으로 마커스는 그가 살려서 보호해왔던 여자와 함께 새로운 인생을 시작하려 하는데....,,,,,,,,,,,,,,,,,,,,,,,,
2014,115534,5일의 마중,드라마, 멜로/로맨스,장이머우,진도명, 공리, 장혜문,문화대혁명의 시기, 가슴 아픈 이별을 겪은 펑완위(공리)와 루옌스(진도명). 가까스로 풀려난 루는 5일에 집에 간다는 편지를 보낸 후 돌아왔지만 아내는 남편을 알아보지 못하고 딸은 아빠에 대한 원망으로 가득 차 있다. 그런 가족의 곁을 묵묵히 지키는 루. 그리고 오늘도 펑은 달력에 동그라미를 친다. ‘5일에 루 마중 나갈 것.’ 과연 그들의 사랑은 다시 시작될 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,119565,60만번의 트라이,다큐멘터리,박사유, 박돈사,문정희, 김관태, 현충현,책임감 강한 주장 ‘관태’, 17세 이하 일본대표팀에서 활약한 에이스 ‘유인’, 럭비부 최강 브레인 부주장 ‘용휘’, 개그담당 후보선수 ‘상현’, 무용부 출신 매니저 ‘옥희’. 졸업을 앞둔 오사카 조고 3학년들은 60만 동포들의 꿈을 안고 전국대회 ‘하나조노’ 우승을 목표로 구슬땀을 흘린다. 하지만 예기치 못한 주장 ‘관태’의 부상과 선수들 사이의 오해, 오사카시의 학교 보조금 지급중지라는 최악의 소식까지 더해져 단단했던 팀워크마저 흔들리고 마는데…  그래도 우리는 달리고 또 달린다! 왜?   지키고 싶은 것이 있으니까!,,,,,,,,,,,,,,,,,,,,,,,,
2014,145114,6인실,드라마,김도연,성훈, 금미,엄친아 청년 '민수'와 다섯 명의 여자 환자들... 6인실의 비밀이 밝혀진다!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,134209,7인의 미스 코리아,,,오언종, 박미선, 정명훈,쌀 소비 촉진을 유도하기 위한 푸드 오디션 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122015,7인의 식객,,박석원, 김명진,,스타들이 세계의 맛을 탐방하는 리얼리티 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,89874,8광구: 몬스터의 부활,액션, 공포, SF,피터 애튼시오,윌리엄 포사이스, 스테이시 힌넨, 세라 디레인,폭풍우가 내리는 바다 한가운데의 석유시추선에 갇힌 대원들. 육지와의 통신과도 끊긴 상황에서 대원들이 한 명씩 사라진다. 선장과 동료들의 시체는 사라지고 사방으로 튄 혈액이 잔인했던 살인을 보여주고 있을 뿐이다. 돕스와 그의 연인 캐리는 인간도 동물의 형체도 아닌 괴생물체를 CCTV로 발견하고, 남은 동료들과 생존을 위해 사투를 벌인다. 밤새 내리는 폭풍우로 인해 내일 아침 구조요원이 도착할 때까지 오늘 밤을 버텨야 하는 대원들. 한 명을 살리면 한 명이 죽는 소름 돋는 서바이벌이 시작되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,127710,B1A4 어느멋진날,,,B1A4,B1A4의 유쾌한 모습부터 진솔한 모습까지 다양한 매력을 엿볼 수 있는 좌충우돌 여행 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,121013,CJ 크리에이티브 포럼,,,나영석, 이명한, 신형관,실버세대의 새로운 문화 창조 ‘꽃 할배’, 전 세대가 함께 한 ‘응사 앓이’,  94개국 24억명이 시청한 ‘MAMA’, 서바이벌 오디션의 기적 ‘슈스케’  그 신화 창조의 주역들을 만난다!,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122102,CNBLUE 컴백쇼,,,씨엔블루,대한민국 밴드 최초! 월드 투어를 마치고 1년 만에 국내 컴백! 진정한 뮤지션으로 거듭난 CNBLUE의 화려한 컴백쇼. 오직 CNBLUE만의 색깔로 채워진 ALL Live 무대와 멈추지 않는 열정으로 가득 찬 CNBLUE의 음악 세계를 집중 조명하는 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,128242,EXO 90:2014,,,전현무, 엑소,엑소가 K-POP 부흥기인 90년대와 글로벌의 정점에 선 2014년을 연결, 90년대부터 지금까지 가요계 정상을 지킨 선배 가수들과 당시의 명곡과 문화를 새롭게 조명해보는 버라이어티 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,119871,F.O.E.: 에프.오.이.,액션,키오니 왁스먼,스티븐 시걸, 대니 트레조, 빙 라메스,조직에서 신임을 받는 허스트는 두목 알렉산더에게 명령을 받아 교도소 안에 수감된 누군가를 죽이기 위해 잠입한다. 잠입 후 허스트는 연락책이 지정해준 드레를 죽이고 돌아가지만, 정작 알렉산더에게 살인청부를 부탁했던 단테가 죽이고자 했던 사람은 드레가 아닌 베니였다. 15년 동안 실수 없는 일 처리로 신임을 받았던 허스트였지만, 허스트의 실수로 일을 그르치게 됐다고 생각한 단테는 그의 두 손을 쓸 수 없게 만들어버린다.   그로써 허스트는 잠정적으로 은퇴를 하게 되고 알렉산더의 딸 카렌이 운영하는 가게에서 숨어지내게 되는데…,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122406,GO! CNBLUE,다큐멘터리,,씨엔블루,Mnet 아메리카가 제작한 방송으로 미국 뉴욕, LA 등 미주 지역과 멕시코 씨티 등 중남미 지역에서 월드투어 ‘블루문’을 개최한 씨엔블루의 생생한 콘서트 투어 현장을 담고 있다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,129781,GROW: 인피니트의 리얼 청춘 라이프,,김진수,인피니트,데뷔 4년 차, 11개국, 17개 도시에서 펼쳐지는 월드투어를 통해 세계적인 슈퍼스타로 발돋움한 인피니트. 그러나 들뜬 마음도 잠시, 그들은 쉼 없이 달려온 길을 되돌아보며 이제껏 말하지 못했던 속마음을 서로에게 털어놓고 결국 참아왔던 눈물까지 보이게 된다.    수없이 흘려온 땀과 눈물, 그리고 끊임없이 성장해가는 인피니트의 꿈을 향한 열정은 지켜질 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,134618,HARA ON&OFF:The Gossip,,,구하라,인간 구하라의 자연스러운 모습을 보여주는 리얼리티 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,130908,I'm 김소정,,,김소정,김소정이라는 이름보다 카이스트 혹은 엄친딸로 알려진 그녀. 이제는 가수 김소정으로 불리고 싶다. 일본 오사카 스케줄을 핑계삼아 가지게 된 씹고 뜯고 맛보고 즐기는 힐링타임 속에서 조차 엿보이는 그녀의 음악적 열정. 그리고 준비 중인 새 앨범을 통해 그녀는 많은 사람들에게 가수 김소정이라는 이름을 각인시킬 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,123534,KARA 컴백 쇼케이스 DAY & NIGHT,,,카라,카라의 컴백 신고식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,123401,KBS 글로벌 대기획 요리인류,다큐멘터리,이욱정, 김승욱,,세계 60억 시청자들의 공통된 관심 소재인 음식을 주제로, 그 안에 담긴 인간의 무한한 창의성과 문명의 숨겨진 비밀을 파헤친다. 지적 욕구와 오감을 동시에 만족시키고, 살아있는 인류 식문화의 현장을 찾아가는 어드벤처 스타일의 신개념 다큐멘터리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,120542,KBS 드라마 스페셜 단막 2014,드라마,문준하, 김상휘,,다양하고 완성도 있는 이야기로 제작된 단편드라마를 담은 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122033,K팝스타 3 D-1,,,전현무,시즌3에서 화제 됐던 내용들을 되돌아보고 피날레를 맞이하는 토크쇼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,134237,MAMA 히든 스토리,,,,마마의 숨겨진 이야기. 당신들이 더 알고 싶은 스타의 밀착 취재 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,130002,MIX & MATCH,,,B.I, BOBBY, 김진환,WIN B팀 멤버와 치열한 오디션 경쟁을 뚫고 합류한 새로운 연습생 3명을 포함한 총 9명이 실력, 매력, 개성을 믹스해서, 최상의 조합으로 매치해 YG의 새 보이 그룹이 되기 위해 치열한 배틀을 펼치는 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,125836,Moving Self-Portrait 2014,,,,Moving Self-Portrait 2014는 경쟁부문 감독들이 스스로에 대해 이야기하는 동영상 증명사진으로서, 감독에게나 관객에게나 매우 특별한 경험을 주는 미쟝센 단편영화제만의 자랑이다. 감독들은 대상을 바라보고 카메라에 담아내는 위치에서 벗어나, 카메라 앞에 선 피사체의 위치에 놓이게 된다. 자기 자신을 바라본다는 것은 매우 특별한 경험이다. 이 경험이 세상을 바라보는 그들의 시선을 더 풍부하게 해주리라 기대한다. 관객들에게는 제13회 미쟝센 단편영화제의 주인공들의 얼굴을 미리 만나는 좋은 기회가 될 것이다. 영화제 기간 동안 영화를 하나하나 볼 때마다 감독들의 얼굴을 떠올리고 이들이 영화에 자기 자신을 어떻게 기입시키는지를 생각해 본다면, 더욱 흥미로운 영화 관람이 가능할 것이다.     [프로그래머 박영석],,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,134216,NO.MERCY,,,씨스타, 케이윌, 정기고,Mnet과 스타쉽 엔터테인먼트가 선보이는 잔혹 서바이벌! 씨스타, 케이윌, 정기고, 매드 클라운, 라이머, 산이, 기리보이, 천재노창 등 최고의 아티스트와 함께하는 연습생들의 무자비한 데뷔전쟁!,,,,,,,,,,,,,,,,,,,,,,,
2014,131419,S.O.S 나를 구해줘,,이원익,안용준, 김보라, 노행하,엇갈린 첫사랑을 시작한 의붓남매, 첫사랑의 열병에 휩싸인 제자와 선생님, 그리고 25년 만에 재회했지만 죽음을 앞둔 커플들, '그럼에도 불구하고 사랑할 수밖에 없는 금지된 사랑과 그래서 더 가슴 아픈 첫사랑의 열병'에 대한 격정적이고, 솔직한 멜로 드라마,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,122421,S/N,,,,그 동안 전설로만 회자되던 덤 타입의 < S/N >이 국내 최초로 극장에서 상영된다. 스스로 게이이며 에이즈 보균자임을 무대에서 고백하고, 공연 투어중에 사망한 후루하시 세이지의 유작.    S/N은 설치작업을 포함한 프로젝트로 1992년에 시작되어, 첫 공연은 1994년 호주의 아델레이드 페스티발에서 이루어졌다. 오늘날의 사회가 직면한 절실한 문제들인 젠더, 에이즈, 섹슈얼리티를 중심으로 인종과 국적, 모든 마이너리티와 차별 등을 정면으로 다룬 작품으로, 퍼포먼스 뿐만 아니라, < S/N 을 위한세미나/쇼 >(1993)와 같이 여러 커뮤니티와 연계하는 사회 운동으로까지 전개되었다. 1995년 브라질에서 < S/N >을 공연중에 디렉터 후루하시 세이지가 HIV 감염에 의한 패혈증으로 급사하였으나, 후루하시의 사후에도 5개국 6개 도시에서 상연되었다.    *덤타입(Dumb Type)  1984년에 교토시립예술대학교 학생들이 중심이 되어 결성된 아티스트 그룹. 건축, 미술, 디자인, 음악, 무용 등 다른 표현 수단을 가진 멤버들이 참여하여 예술 표현의 새로운 장을 열었다는 평가를 받고 있다.    *후루하시 테이지  < S/N >에서 구성, 연출 및 퍼포머로 출연하며, 무대 위에서 스스로가 동성애자이자 에이즈 감염자임을 밝혔고, 결국 1995 년 공연 투어 중에 에이즈에 의해 사망했다.  보는 사람은, 이것은 아트다 생각하고 금방 잊어버리지요. 지난 수십년 간, 아트는 그렇게 흘러왔던 것 같아요. 그런데 인간들끼리 진지하게 만나다 보면 상처받을 일도 있잖아요. < S/N >은 아트의 역습이라고 할까, 한발 더 나아가서 인간을 뒤흔들고 싶다, 한사람 한사람의 마음속에 있는 어두운 부분에 뛰어 들어 보고 싶다, 라는 생각으로 만들었습니다. 이렇게 가치관에 상처를 주는, 또는 자신이 상처받는 것도 투쟁이라고 생각합니다.  (후루하시 테이지 인터뷰 중)  [페스티벌 봄],,,,,,,,,,,
2014,127619,sbs 뉴스토리,,,,시청자들이 궁금해하던 뉴스의 속 얘기를 스토리텔링 방식으로 전하는 시사보도 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,47469,SM작가,드라마,히로키 류이치,오스기 렌, 호시 요코,남편은 작품의 영감을 얻기 위해 실제 여성을 상대로 가학적 테스트를 통해 소설을 써 나간다.  이를 영 못마땅하게 생각하는 그의 아내는 남편에게 변태라고 핀잔을 주고 각방 생활까지 강요하지만 어느새 자신도 가학적 성 정체성에 빠져 버렸음을 알게 된다.   SM 작가인 남편의 직업으로 인해 외설적으로 변해가는 아내의 이야기.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,124902,SNS 원정대 일단 띄워 ,,,김민준, 정진운, 박규리,낯선 곳으로의 여행, 그것은 인간 본연의 욕망이다.  지금 이 순간에도 전 세계 하늘엔   약 4천 여 대의 비행기가 미지의 세계로 여행객들을 실어 나르고 있다.     떠나려는 의지 하나면 언제든 누구든 세계여행이 가능한 바야흐로   ‘꿈꾸는 여행자의 시대’  세계는 지금 원-월드 티켓 한 장만 들고 떠나는 무계획여행부터  소셜 네트워크를 통해 카우치 서핑, 에어비엔비, 우프(현지 농장에서 일 해주며 여행하는 문화)등으로 숙박, 숙식을 해결하는 소셜트립 여행으로 들썩이고 있다.    여기 공통점이라고는 전혀 없어 보이는 색다른 조합의 스타 6인이   소셜트립이라는 새로운 여행을 위해 2014년 월드컵이 열릴 브라질로 무작정 출격한다.,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,129605,THE 태티서,,,소녀시대-태티서,태티서의 스타일리시한 패션과 메이크업은 물론 쇼핑과 여행과 수다까지, 사랑스러운 일상이 펼쳐지는 리얼리티 프로그램,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,136305,THE 프렌즈 in 돗토리,,,윤세아, 신다은, 박란,우리가 몰랐던 의외의 절친 스타들이 보여주는 리얼한 여행 스토리,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,118500,TV소설 순금의 땅,드라마,신현수,강예솔, 강은탁, 백승희,1950년대와 1970년대 경기도 연천 일대에서 인삼 사업으로 성공하는 정순금의 이야기를 그린 드라마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,126886,TV소설 일편단심 민들레,드라마,신창석,김가은, 홍인영, 윤선우,양부와의 약속을 가슴에 품고 온갖 역경을 이겨내며 꿈을 향해 달려가는 민들레의 가슴 따뜻한 성공기를 그린 드라마,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,132303,[라이브뷰잉] 모닝구무스메,공연실황,,,모닝구 무스메 2014년 콘서트 투어,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,125811,[오페라] 라보엠 @ The Met,,프랑코 제페렐리,아니타 하팅, 수잔나 필립스, 비토리오 그리골로,MET OPERA의 역사상 최고의 그리고 최대의 작품. 푸치니의 3대 오페라 중 하나인 Verismo 오페라. 오페라 연출의 최고 거장 프랑코 제피넬리 감독의 클래식 연출과 루마니아 대표 소프라노 아니타 하팅이 병든 미미역할을, 비토리오 그리골로가 그녀를 사랑하는 작가 로돌프 역을 맡아 열연한다.    지휘 : 스테파노 란자니,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,125823,[오페라] 베르테르 @ The Met,공연실황,리처드 이어,리세트 오로페사, 엘리나 가랑차,괴테의 ‘젊은 베르테르의 슬픔’ 원작의 풍미를 잘 살리고 있으면서도 마스네 특유의 새로운 매력을 지니고 있는 오페라이다. 특히 괴테의 원작에세는 마지막 베르테르의 자살 대목이 쓸쓸하게 표현되지만, 오페라에서는 그의 목숨이 끊어지기 전에 마지막으로 한번 더 샤를로트를 만나서 그녀의 처음이자 마지막인 열렬한 사랑의 고백을 들으며 죽어간다. 독일의 문학과 프랑스의 음악이 만나는 이 오페라는 소설보다도 강렬하고 음악보다도 열정적인 감정으로 가슴을 울린다. 베르테르는 무도회에서 샤를로트를 만나 완전히 마음을 빼앗기고, 집으로 돌아오는 길에 사랑을 고백한다. 하지만 그녀에게는 이미 약혼녀가 있었고 그녀가 결혼하지만 베르테르의 마음은 돌아서지 못한다. 그녀의 권유로 오랜여행을 떠났다가 돌아온 베르테르는 그녀를 찾아와 또 한번의 뜨거운 고백과 포옹을 한다. 그를 뿌리치는 샤를로트에 충격을 받은 베르테르는 집으로 가서 권총으로 자신을 겨눈다. 달려온 샤를로트는 죽어가는 베르테르를 껴안고, 베르테르는 비로소 그녀의 고백을 들으면서 죽어간다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,101300,[오페라] 아이다,공연실황,소니아 프리셀,로베르토 알라냐,이집트 장군 라다메스와 전쟁포로 에티오피아 공주 아이다와의 비극적 사랑을 다룬 대형 오페라로 뉴욕 메트로 폴리탄 오페라 극장에서 열린 공연 실황,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,103708,가구야공주 이야기,애니메이션, 드라마, 판타지,다카하타 이사오,아사쿠라 아키, 코라 켄고,깊은 산속 마을의 할아버지는 우연히 빛나는 대나무 속에서 여자 아이를 발견하고 집으로 데려온다. 손에 올라갈 정도의 크기에서 금세 아기로, 그리고 또 반나절 만에 아름다운 소녀로 성장하는 신비로운 아이.  ‘가구야’라고 이름 지어진 그녀의 미모는 널리 소문이 퍼져, 장안의 내로라 하는 귀공자 5명이 청혼을 해오고, 급기야 황제까지 ‘가구야’에게 관심을 보이기 시작한다. 하지만 ‘가구야’는 산속 마을에서의 첫사랑 ‘스테마루’를 잊지 못하고 그를 찾아가 누구에게도 말하지 않았던 비밀을 털어놓는데……  과연 가구야공주는 그토록 원했던 꿈과 사랑을 이룰 수 있을까?,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,134233,가녀의 각서,,시미즈 히로시,미즈타니 야에코, 우에하라 켄, 후지노 히데오,메이지 34년, 유랑극단이 시골 여관에 묵는다. 극단의 남자들은 차 도매상에게 유일한 여배우 우타의 춤을 보여주고는 그녀를 팔아버리려 한다. 우타를 딱하게 여긴 도매상은 그녀를 데리고 귀가하는데, 가족은 물론 하인들마저도 우타를 바라보는 시선이 곱지 않다. 그런데 주인이 갑자기 세상을 뜨고, 모두들 혼란에 빠진다. 도쿄에서 대학을 다니던 장남 쇼타로가 돌아오지만 가게를 다시 일으키기란 쉽지 않다. 대학을 그만두려는 쇼타로에게 우타는 자신이 가게를 맡을 테니 학업을 마치라 한다. 시미즈는 신파적 소재를 다루면서도 특유의 스타일을 잃지 않는다. 유랑극단이 산길을 걷는 장면, 야외와 실내를 한 번에 담아낸 장면 등에서 그가 카메라를 다루는 능수능란한 솜씨를 맛볼 수 있다. 주연을 맡아 열연한 신파극의 대배우 미즈타니 야에코와 시종일관 일정한 거리를 두는 시미즈의 담담한 시선은 인간적 연민과 깊은 사랑의 여운을 더한다.,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,131411,가디언스,액션, 범죄, 드라마,틸 슈바이거,틸 슈바이거, 루나 슈베이거,친구가 총에 맞아 죽어가는 범죄 현장을 목격하게 된 15살 어린 목격자 ‘니나’. 가해자인 정치적기업가 토마스 배커는 자신의 죄를 은폐하고 정당방위를 주장하기 위해 어린 목격자를 처리하려 한다. 이 사건을 맡은 변호사는 어린 목격자를 보호하기 위해 은퇴한 군인 ‘막스’를 고용하고, ‘막스’는 ‘니나’를 지키기 위해 위험한 동행을 함께 하게 되는데 …,,,,,,,,,,,,,,,,,,,,,,,,,,,,
