4512,완벽.넘재밋.별기대 안흐고 봄. 근데 너므너므 재밋.
4513,소장하고싶은 최고의 작품!!!
4514,스토리 구성도 넘 좋고 영상미가 압권이었습니다톰크루즈의 완숙하고 노련미 있는 연기도 일품이었습니다
4515,"감상포인트가 전혀 없음. 그래픽이 상당히 별로며, 캐릭터 성격과 행동이 전혀 이해되지 않고, 스토리도 산으로 가는 느낌"
4516,도대체 이게 왜? 상을받았는지 모르겠다 돈아까워라!
4517,거북선 등장 해전씬이 최고.
4518,판타지물 인가요? 조선 여경 우습게 봄?
4519,ㅅㅅ
4520,그냥 역대최고의 영화라고 자부할 수 있음 절대 집에서 보지말고 남은 10일이라도 상영하는 극장에서 보세요 특별관이면 훨좋고
4521,과한 후반부. 임시완 연기는 좋았다.
4522,윤계상 칫솔보고 울먹일 때 울컥
4523,음악의 힘 보는 내내 소름이 돋았다
4524,기대안했는데 좋았다.
4525,그냥 극장에서 크게 보는데 의의가 있다
4526,"여자 죽일 때만 스릴 있었다. 내내 재미 없다고, 마지막 장면만 인상적. 신의 vessel을 죽이는 것도 인간이고, 신이 내린 전사들도 인간의 무기로 짓밟는다 ㅎ초반에 변호사 반응이나 나가서 고치려는 장면 보고 와아 정말 초보 작가가 썼구나. 어떻게 정말 저런 상식적으로 말도 안 되는 리액션을 하게 하지? 배우들 고생했겠네. 저거 납득도 안 됐는데 연기하려면. 그런데 작가가 스티븐 킹이었어 ㅎ그리고 감독이 쇼생크 탈출 감독이야,,,,"
4527,부모님과 함께 재밌게 본 영화.
4528,태어나서 본 영화중 제일 어이없음
4529,마지막 전투 신이 압권인 영화. 진 핵크만의 연기가 인상적이고 까뜨린느 드느브는 비중이 없음
4530,캐비어 푸아그라 송로버섯 소고기 안심 값비싼재료로 짜장면을 만든거같은 짜장면이 맛이 없을수 없는데 10만원 짜리 짜장면
4531,재밌게잘봤습니다 굿굿
4532,안보면 후회!!!진짜 껄껄 웃으며 봤어요!
4533,아무리 영화라지만 좀 황당함.
4534,진짜 중반까지 긴장감 지리고 개재밌게봤는데 역시 후기들이 맞네요 후반갈수록 김빠짐...ㅜㅜ
4535,개그코드가 안 맞는 건지 모르겠지만 많이 유치한 느낌이었고 그걸 연기로 살리는 배우들이 있고 어눌한 한국어까지 연기한 다니엘헤니와 현빈이 리스펙임 그리고 진선규 범죄도시에서 공조2로 전업함
4536,꺼버릴까 라는 생각을 8번정도 했는데 꾹 참고 다봤음. 다 본 보람은 없음
4537,그냥 현실적인 감동 스토리가 가볍지않고 너무 재미있어요
4538,개연성 부족 및 조악한 연출
4539,요근래본영화중에 젤재밌음!!
4540,더 나왔으면 좋겠어요 최고ㅠ
4541,다시봐도 인생 최고의 영화...
4542,우리 현빈님 다니엘 헤니님 영접해서 눈호강 지대로^^영화개봉했는데 안보는건 배신이지~
4543,애 울음소리때문에 짜증나서 못보겠음
4544,별로..기대를 너무 했었는지..
4545,이거 2 안나오냐 ㅜㅜ 넘나 재밌게 봤는데
4546,감옥만 등장하면 '이스케이프 플랜'과 연결시킬 수 있나봐. 그나마 감독이 액션은 조금 아는 것 같아서 2편보다는 나은 듯.
4547,정범식표 병맛 에로틱로맨틱코메디 볼만했고 재밌었어요이제 호러로 다시 돌아와주세요
4548,수준낮음 개그도재미없고 개연성도없음
4549,영화 잘봤습니다 영화 잘봤습니다
4550,너무 재밌어요진짜 진짜
4551,9/8 성적표의 김민영
4552,말이 필요가 없다.셀맥스 두루치기 잘봤다.
4553,"처음엔 많은 대사가 빠르게 지나가서 이해하기 어려웠는데, 뒤로 가니 대사는 문제가 아니었다. 그냥 이해를 못하겠다. 큰그림과 흐름은 알겠지만, 세부 내용은 한 번 봐서는 이해를 못하겠다."
4555,"주변에서 하도 재밌다해서 봤는데..몇몇 웃긴 장면은 있었지만, 재밌어서 웃음이 나왔다긴 보단 황당하고 어이없어서 나온 웃음 ㅋㅋ솔직히 너무 후기가 뻥튀긴 된 것 같음.돈주고 보긴 아깝고, 무료로 티켓 주면 볼만한 정도"
4556,전 너무 재밋던데요??
4560,"뻔한 듯 뻔하지 않은, 충분히 현실에서 있을 법한 스토리의 버무림이 비범함으로 태어나고, 마음을 뒤흔듭니다."
4561,'이게 영화다'라고 불리던 명작을 36년 만에 데려와서 다시 '이게 영화다'라고 주장할 수 있는 속편은 흔치 않다.
4562,어찌하든 그것만이 오롯이 내세상
4563,정말 영화같은 스토리~ 빌런역 진성규 멋있당
4564,아티스트의 진실함과 아티스트의 노래들이 이태리의 멋진 풍경 들로 더욱 품격있게 들리는 멋진 음악 영화이다
4565,평점 5점은커녕 일점도 아깝다. 감독도 배우들도 일류면 뭐하냐 너어무 재미없는디. 이거 재밌다 하시는분들 미안한 말이지만 눈높이가 너무 낮다. 이영화 망작이 맞다. 나만 당할수 없으니 많이들 보세유
4566,으어으으으으음 그닥요
4567,딱히 큰 기대 안하고 추석때 부모님이랑 같이 가서 봤는데 진짜 재밌었어요 티켓값이 아깝지 않은 영화였습니다!!! 그리고 현빈 존잘 얼굴 미.쳤.음. 시력이 좋아지는 영화이기때문에 눈 안좋은 분들에게 추천합니다
4568,진심 최근 5년간 본 영화중에 제일 재밌었음. 코미디나 액션이 절묘하게 잘 섞여서 가볍게 보기에도 좋은 듯!
4569,볼만하긴 하지만 큰재미는 없음~1편의 재밌었던부분들을 억지로 따라하는 느낌~
4570,노래하는 사람 김호중노래를 사랑하는 사람 김호중노래를 잘 하는 사람 김호중노래에 진심인 사람 김호중을 만났다
4571,우리는 만나지 못하는 시공간에서도 서로를 생각해
4572,이해가 되다가도 고개를 절레절레 주인공 연기는 빛이 난다
4573,"오~~잼나써요 ㅎ지루하지 않고 요소요소 재미도 넣구~~가볍게 보기에 좋은듯 ㅋ 이와중에 현빈, 다니엘헤니는 역시ㅡ 눈호강!"
4574,마음이 너무 아파서 엉엉엉 울며 본 영화 마음이~
4575,5시에 봤는데 무섭더라. 혼자 보니까. 극장에 혼자 있으니까 무섭네
4576,"훌륭한 3D 액션 연출, 여전히 웃긴 토리야마식 개그"
